code,company_name,gics_sector,gics_industry_group,market_cap_rank
REM,REMSENSE TECHNOLOGIES LIMITED,Industrials,Capital Goods,1449
WOA,WIDE OPEN AGRICULTURE LTD,Other,"Food, Beverage & Tobacco",1450
5GG,PENTANET LIMITED,Communication Services,Telecommunication Services,1451
TOU,TLOU ENERGY LIMITED,Energy,Energy,1452
KNI,KUNIKO LIMITED,Materials,Materials,1453
BSN,BASIN ENERGY LIMITED,Energy,Energy,1454
ENV,ENOVA MINING LIMITED,Materials,Materials,1455
GSM,GOLDEN STATE MINING LIMITED,Materials,Materials,1456
AVD,AVADA GROUP LIMITED,Industrials,Commercial & Professional Services,1457
SMX,STRATA MINERALS LIMITED,Materials,Materials,1458
CMO,COSMO METALS LIMITED,Materials,Materials,1459
KEY,KEY PETROLEUM LIMITED,Energy,Energy,1460
TRP,TISSUE REPAIR LTD,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",1461
OM1,OMNIA METALS GROUP LTD,Materials,Materials,1462
SQX,SQX RESOURCES LIMITED,Materials,Materials,1463
CDE,CODEIFAI LIMITED,Industrials,Commercial & Professional Services,1464
EPN,EPSILON HEALTHCARE LIMITED,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",1465
HMI,HIREMII LIMITED,Industrials,Commercial & Professional Services,1466
RIE,RIEDEL RESOURCES LIMITED,Materials,Materials,1467
APC,APC MINERALS LIMITED,Materials,Materials,1468
RKB,ROKEBY RESOURCES LIMITED,Materials,Materials,1469
10X,EXULTANT MINING LIMITED,Materials,Materials,1470
KTA,KRAKATOA RESOURCES LIMITED,Materials,Materials,1471
CTN,CATALINA RESOURCES LTD,Materials,Materials,1472
VEN,VINTAGE ENERGY LTD,Energy,Energy,1473
DM1,DESERT METALS LIMITED,Materials,Materials,1474
CRB,CARBINE RESOURCES LIMITED,Materials,Materials,1475
CR3,CORE ENERGY MINERALS LTD,Materials,Materials,1476
RON,RONIN RESOURCES LTD,Materials,Materials,1477
TON,TRITON MINERALS LTD,Materials,Materials,1478
CGR,CGN RESOURCES LIMITED,Materials,Materials,1479
AER,AEERIS LTD,Communication Services,Media & Entertainment,1480
CHM,CHIMERIC THERAPEUTICS LIMITED,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",1481
SOC,SOCO CORPORATION LTD,Information Technology,Software & Services,1482
C29,C29 METALS LIMITED,Materials,Materials,1483
PFT,PURE FOODS TASMANIA LIMITED,Other,"Food, Beverage & Tobacco",1484
AS2,ASKARI METALS LIMITED,Materials,Materials,1485
DTM,DART MINING NL,Materials,Materials,1486
AN1,ANAGENICS LIMITED,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",1487
AIV,ACTIVEX LIMITED,Materials,Materials,1488
IBX,IMAGION BIOSYSTEMS LIMITED,Health Care,Health Care Equipment & Services,1489
USM,UNION STAR METALS LTD,Materials,Materials,1490
SHE,STONEHORSE ENERGY LIMITED,Energy,Energy,1491
ERE,EUROPEAN RESOURCES LIMITED,Materials,Materials,1492
ERENA,EUROPEAN RESOURCES LIMITED,Materials,Materials,1493
WC1,WEST COBAR METALS LIMITED,Materials,Materials,1494
HE8,HELIOS ENERGY LTD,Energy,Energy,1495
JNO,JUNO MINERALS LIMITED,Materials,Materials,1496
VBS,VECTUS BIOSYSTEMS LIMITED,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",1497
ENT,ENTERPRISE METALS LIMITED,Materials,Materials,1498
SP3,SPECTUR LIMITED,Information Technology,Technology Hardware & Equipment,1499
OMG,OMG GROUP LIMITED,Other,"Food, Beverage & Tobacco",1500
TEM,TEMPEST MINERALS LIMITED,Materials,Materials,1501
PRO,PROPHECY INTERNATIONAL HOLDINGS LIMITED,Information Technology,Software & Services,1502
AYT,AUSTIN METALS LIMITED,Materials,Materials,1503
MQR,MARQUEE RESOURCES LIMITED,Materials,Materials,1504
CNJ,CONICO LTD,Materials,Materials,1505
CAQ,CAQ HOLDINGS LIMITED,Real Estate,Real Estate Management & Development,1506
ZEU,ZEUS RESOURCES LIMITED,Energy,Energy,1507
KNG,KINGSLAND MINERALS LTD,Materials,Materials,1508
ALB,ALBION RESOURCES LIMITED,Materials,Materials,1509
M2R,MIRAMAR RESOURCES LIMITED,Materials,Materials,1510
XGL,XAMBLE GROUP LIMITED,Communication Services,Media & Entertainment,1511
BEO,BEONIC LTD,Information Technology,Software & Services,1512
RPM,RPM AUTOMOTIVE GROUP LIMITED,Consumer Discretionary,Automobiles & Components,1513
C7A,CLARA RESOURCES AUSTRALIA LTD,Materials,Materials,1514
VAR,VARISCAN MINES LIMITED,Materials,Materials,1515
OKJ,OAKAJEE CORPORATION LIMITED,Materials,Materials,1516
RNX,RENEGADE EXPLORATION LIMITED,Materials,Materials,1517
HFY,HUBIFY LIMITED,Communication Services,Telecommunication Services,1518
COY,COPPERMOLY LIMITED,Materials,Materials,1519
L1M,LIGHTNING MINERALS LTD,Materials,Materials,1520
PER,PERCHERON THERAPEUTICS LIMITED,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",1521
ADC,ACDC METALS LTD,Materials,Materials,1522
AX8,ACCELERATE RESOURCES LIMITED,Materials,Materials,1523
NME,NEX METALS EXPLORATION LIMITED,Materials,Materials,1524
ACM,AUSTRALIAN CRITICAL MINERALS LIMITED,Materials,Materials,1525
AM5,ANTARES METALS LIMITED,Materials,Materials,1526
ASQ,AUSTRALIAN SILICA QUARTZ GROUP LTD,Materials,Materials,1527
DXN,DXN LIMITED,Information Technology,Software & Services,1528
AM7,ARCADIA MINERALS LIMITED,Materials,Materials,1529
X2M,X2M CONNECT LIMITED,Information Technology,Technology Hardware & Equipment,1530
ADS,ADSLOT LTD,Information Technology,Software & Services,1531
DBO,DIABLO RESOURCES LIMITED,Materials,Materials,1532
XPN,XPON TECHNOLOGIES GROUP LIMITED,Information Technology,Software & Services,1533
SLZ,SULTAN RESOURCES LTD,Materials,Materials,1534
HAL,HALO TECHNOLOGIES HOLDINGS LTD,Financials,Financial Services,1535
HRE,HEAVY RARE EARTHS LIMITED,Materials,Materials,1536
INF,INFINITY METALS LIMITED,Materials,Materials,1537
NRX,NORONEX LIMITED,Materials,Materials,1538
BUS,BUBALUS RESOURCES LIMITED,Materials,Materials,1539
RLG,ROOLIFE GROUP LTD,Communication Services,Media & Entertainment,1540
WYX,WESTERN YILGARN NL,Materials,Materials,1541
NOR,NORWOOD SYSTEMS LIMITED,Information Technology,Software & Services,1542
WSR,WESTAR RESOURCES LIMITED,Materials,Materials,1543
PTL,PRESTAL HOLDINGS LIMITED,Consumer Staples,Household & Personal Products,1544
PET,PHOSLOCK ENVIRONMENTAL TECHNOLOGIES LIMITED,Industrials,Commercial & Professional Services,1545
IVX,INVION LIMITED,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",1546
RFT,RECTIFIER TECHNOLOGIES LTD,Industrials,Capital Goods,1547
AYM,AUSTRALIA UNITED MINING LIMITED,Materials,Materials,1548
T3D,333D LIMITED,Industrials,Commercial & Professional Services,1549
GES,GENESIS RESOURCES LIMITED,Materials,Materials,1550
WNX,WELLNEX LIFE LIMITED,Other,"Food, Beverage & Tobacco",1551
TSR,TURNSTONE RESOURCES LTD,Materials,Materials,1552
AUA,AUDEARA LIMITED,Consumer Discretionary,Consumer Durables & Apparel,1553
M3M,M3 MINING LIMITED,Materials,Materials,1554
CDR,CODRUS MINERALS LIMITED,Materials,Materials,1555
HLX,HELIX RESOURCES LIMITED,Materials,Materials,1556
NX1,NEXALIS THERAPEUTICS LTD,Health Care,Health Care Equipment & Services,1557
PRM,PROMINENCE ENERGY LIMITED,Energy,Energy,1558
BRY,BARYS RESOURCES LIMITED,Materials,Materials,1559
BCC,BEAM COMMUNICATIONS HOLDINGS LIMITED,Information Technology,Technology Hardware & Equipment,1560
NPM,NEWPEAK METALS LIMITED,Materials,Materials,1561
PIM,PINNACLE MINERALS LIMITED,Materials,Materials,1562
RAS,RAGUSA MINERALS LTD,Materials,Materials,1563
IEQ,INTERNATIONAL EQUITIES CORPORATION LIMITED,Real Estate,Real Estate Management & Development,1564
CPM,COOPER METALS LIMITED,Materials,Materials,1565
YAR,YARI MINERALS LIMITED,Materials,Materials,1566
CLU,CLUEY LTD,Consumer Discretionary,Consumer Services,1567
AVW,AVIRA RESOURCES LTD,Materials,Materials,1568
PBL,PARABELLUM RESOURCES LIMITED,Materials,Materials,1569
PKD,PARKD LTD,Industrials,Commercial & Professional Services,1570
ACR,ACRUX LIMITED,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",1571
A8G,AUSTRALASIAN METALS LIMITED,Materials,Materials,1572
CUL,CULLEN RESOURCES LIMITED,Materials,Materials,1573
SLB,STELAR METALS LIMITED,Materials,Materials,1574
RBX,RESOURCE BASE LIMITED,Materials,Materials,1575
LVE,LOVE GROUP GLOBAL LTD,Information Technology,Software & Services,1576
ATT,ALTITUDE MINERALS LTD,Materials,Materials,1577
ID8,IDENTITII LIMITED,Information Technology,Software & Services,1578
BUR,BURLEY MINERALS LTD,Materials,Materials,1579
WRX,WESTERN RIDGE RESOURCES LIMITED,Materials,Materials,1580
IFG,INFOCUS GROUP HOLDINGS LIMITED,Information Technology,Software & Services,1581
8IH,8I HOLDINGS LTD,Financials,Financial Services,1582
8CO,8COMMON LIMITED,Information Technology,Software & Services,1583
G88,GOLDEN MILE RESOURCES LTD,Materials,Materials,1584
ABR,ALBRIGHT METALS LTD,Materials,Materials,1585
TEG,TRIANGLE ENERGY (GLOBAL) LIMITED,Energy,Energy,1586
SRH,SAFEROADS HOLDINGS LIMITED,Industrials,Transportation,1587
OSX,OSTEOPORE LIMITED,Health Care,Health Care Equipment & Services,1588
EFE,EASTERN RESOURCES LIMITED,Materials,Materials,1589
TML,TIMAH RESOURCES LIMITED,Utilities,Utilities,1590
SBR,SABRE RESOURCES LIMITED,Materials,Materials,1591
HYD,HYDRIX LIMITED,Information Technology,Technology Hardware & Equipment,1592
AXP,AXP ENERGY LIMITED,Energy,Energy,1593
RGT,ARGENT BIOPHARMA LIMITED,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",1594
IMI,INFINITY MINING LIMITED,Materials,Materials,1595
FEL,FORTE ENERGY LIMITED,Energy,Energy,1596
DAF,DISCOVERY ALASKA LIMITED,Materials,Materials,1597
AOK,AUSTRALIAN OIL COMPANY LIMITED,Energy,Energy,1598
ZMM,ZIMI LIMITED,Information Technology,Technology Hardware & Equipment,1599
OCT,OCTAVA MINERALS LIMITED,Materials,Materials,1600
RDS,REDSTONE RESOURCES LIMITED,Materials,Materials,1601
KNO,KNOSYS LIMITED,Information Technology,Software & Services,1602
DDT,DATADOT TECHNOLOGY LIMITED,Consumer Discretionary,Automobiles & Components,1603
GLH,GLOBAL HEALTH LIMITED,Health Care,Health Care Equipment & Services,1604
HT8,HARRIS TECHNOLOGY GROUP LIMITED,Industrials,Transportation,1605
PXR,PACIFIC RESOURCES LIMITED,Energy,Energy,1606
RAN,RANGE INTERNATIONAL LIMITED,Materials,Materials,1607
VFX,VISIONFLEX GROUP LIMITED,Health Care,Health Care Equipment & Services,1608
SRNDB,SUREFIRE RESOURCES NL,Materials,Materials,1609
ERG,ENECO REFRESH LTD,Other,"Food, Beverage & Tobacco",1610
WEL,WINCHESTER ENERGY LTD,Energy,Energy,1611
DMG,DRAGON MOUNTAIN GOLD LIMITED,Materials,Materials,1612
OEQ,ORION EQUITIES LIMITED,Financials,Financial Services,1613
PNT,PANTHER METALS LTD,Materials,Materials,1614
OLI,OLIVER'S REAL FOOD LIMITED,Consumer Discretionary,Consumer Services,1615
LRD,LORD RESOURCES LIMITED,Materials,Materials,1616
RBR,RBR GROUP LIMITED,Materials,Materials,1617
BUY,BOUNTY OIL & GAS NL,Energy,Energy,1618
M2M,MT MALCOLM MINES NL,Materials,Materials,1619
CT1,CONSTELLATION TECHNOLOGIES LIMITED,Information Technology,Technology Hardware & Equipment,1620
PFM,PLATFORMO LTD,Information Technology,Software & Services,1621
EXL,ELIXINOL WELLNESS LIMITED,Consumer Staples,Household & Personal Products,1622
BLZ,BLAZE MINERALS LIMITED,Energy,Energy,1623
ANR,ANATARA LIFESCIENCES LTD,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",1624
VTA,VITA RESOURCES NL,Materials,Materials,1625
BGE,BRIDGE SAAS LIMITED,Information Technology,Software & Services,1626
SAN,SAGALIO ENERGY LIMITED,Energy,Energy,1627
TD1,TALI DIGITAL LIMITED,Health Care,Health Care Equipment & Services,1628
OAK,OAKRIDGE INTERNATIONAL LIMITED,Information Technology,Software & Services,1629
BP8,BPH GLOBAL LTD,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",1630
CYQ,CYCLIQ GROUP LTD,Consumer Discretionary,Consumer Durables & Apparel,1631
AOA,AUSMON RESOURCES LIMITED,Materials,Materials,1632
ABE,AUSTRALIAN BOND EXCHANGE HOLDINGS LIMITED,Financials,Financial Services,1633
1TT,THRIVE TRIBE TECHNOLOGIES LIMITED,Information Technology,Software & Services,1634
RLC,REEDY LAGOON CORPORATION LIMITED,Materials,Materials,1635
QUE,QUESTE COMMUNICATIONS LIMITED,Financials,Financial Services,1636
HPC,THE HYDRATION PHARMACEUTICALS COMPANY LIMITED,Consumer Staples,Household & Personal Products,1637
BMH,BAUMART HOLDINGS LIMITED,Industrials,Capital Goods,1638
MSG,MCS SERVICES LIMITED,Industrials,Commercial & Professional Services,1639
MEL,METGASCO LTD,Energy,Energy,1640
MSI,MULTISTACK INTERNATIONAL LIMITED,Industrials,Capital Goods,1641
4DS,4DS MEMORY LIMITED,Information Technology,Semiconductors & Semiconductor Equipment,1642
ADY,ADMIRALTY RESOURCES NL,Materials,Materials,1643
AQC,AUSTRALIAN PACIFIC COAL LIMITED,Materials,Materials,1644
BCB,BOWEN COKING COAL LIMITED,Materials,Materials,1645
BDM,BURGUNDY DIAMOND MINES LIMITED,Materials,Materials,1646
BOC,BOUGAINVILLE COPPER LIMITED,Materials,Materials,1647
BPP,BABYLON PUMP & POWER LIMITED,Industrials,Capital Goods,1648
CEL,CHALLENGER GOLD LIMITED,Materials,Materials,1649
CGO,CPT GLOBAL LIMITED,Information Technology,Software & Services,1650
CL8,CL8 HOLDINGS LIMITED,Industrials,Transportation,1651
CLZ,CLASSIC MINERALS LTD,Materials,Materials,1652
CMX,CHEMX MATERIALS LIMITED,Materials,Materials,1653
CNU,CHORUS LIMITED,Communication Services,Telecommunication Services,1654
COD,CODA MINERALS LTD,Materials,Materials,1655
COG,COG FINANCIAL SERVICES LIMITED,Financials,Financial Services,1656
COL,COLES GROUP LIMITED,Consumer Staples,Consumer Staples Distribution & Retail,1657
COS,COSOL LIMITED,Information Technology,Software & Services,1658
COV,CLEO DIAGNOSTICS LTD,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",1659
CP8,CANADIAN PHOSPHATE LIMITED,Materials,Materials,1660
CPN,CASPIN RESOURCES LIMITED,Materials,Materials,1661
CPU,COMPUTERSHARE LIMITED,Industrials,Commercial & Professional Services,1662
CQE,CHARTER HALL SOCIAL INFRASTRUCTURE REIT,Real Estate,Equity Real Estate Investment Trusts (REITs),1663
CQR,CHARTER HALL RETAIL REIT,Real Estate,Equity Real Estate Investment Trusts (REITs),1664
CR1,CONSTELLATION RESOURCES LIMITED,Materials,Materials,1665
CR9,CORELLA RESOURCES LTD,Materials,Materials,1666
CTD,CORPORATE TRAVEL MANAGEMENT LIMITED,Consumer Discretionary,Consumer Services,1667
CZN,CORAZON MINING LIMITED,Materials,Materials,1668
EE1,EARTHS ENERGY LIMITED,Materials,Materials,1669
ENN,ELANOR INVESTORS GROUP,Consumer Discretionary,Consumer Services,1670
FCG,FREEDOM CARE GROUP HOLDINGS LIMITED,Health Care,Health Care Equipment & Services,1671
FFG,FATFISH GROUP LIMITED,Financials,Financial Services,1672
FL1,FIRST LITHIUM LIMITED,Materials,Materials,1673
G6M,GROUP 6 METALS LIMITED,Materials,Materials,1674
GCR,GOLDEN CROSS RESOURCES LTD,Materials,Materials,1675
GTG,GENETIC TECHNOLOGIES LIMITED,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",1676
HCD,HYDROCARBON DYNAMICS LIMITED,Energy,Energy,1677
HXL,HEXIMA LIMITED,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",1678
ICU,INVESTOR CENTRE LIMITED,Financials,Financial Services,1679
JAY,JAYRIDE GROUP LIMITED,Industrials,Transportation,1680
KBC,KEYBRIDGE CAPITAL LIMITED,Financials,Financial Services,1681
KLI,KILLI RESOURCES LIMITED,Materials,Materials,1682
KOR,KORAB RESOURCES LIMITED,Materials,Materials,1683
MGT,MAGNETITE MINES LIMITED,Materials,Materials,1684
MGX,MGX RESOURCES LIMITED,Materials,Materials,1685
MHK,METAL HAWK LIMITED,Materials,Materials,1686
MHM,MOUNT HOPE MINING LIMITED,Materials,Materials,1687
MI6,MINERALS 260 LIMITED,Materials,Materials,1688
MIN,MINERAL RESOURCES LIMITED,Materials,Materials,1689
MIO,MACARTHUR MINERALS LIMITED,Materials,Materials,1690
MKR,MANUKA RESOURCES LTD,Materials,Materials,1691
ML8,MOONLIGHT RESOURCES LTD,Materials,Materials,1692
MLG,MLG OZ LIMITED,Materials,Materials,1693
MLS,METALS AUSTRALIA LTD,Materials,Materials,1694
MLX,METALS X LIMITED,Materials,Materials,1695
MM1,MIDAS MINERALS LTD,Materials,Materials,1696
MM8,MEDALLION METALS LIMITED,Materials,Materials,1697
MMA,MARONAN METALS LIMITED,Materials,Materials,1698
MME,MONEYME LIMITED,Financials,Financial Services,1699
MMI,METRO MINING LIMITED,Materials,Materials,1700
MML,MCLAREN MINERALS LIMITED,Materials,Materials,1701
MMR,MEC RESOURCES LIMITED,Energy,Energy,1702
MMS,MCMILLAN SHAKESPEARE LIMITED,Industrials,Commercial & Professional Services,1703
MNB,MINBOS RESOURCES LIMITED,Materials,Materials,1704
MNC,MERINO & CO. LIMITED,Consumer Discretionary,Consumer Durables & Apparel,1705
MND,MONADELPHOUS GROUP LIMITED,Industrials,Capital Goods,1706
MNE,MACALLUM NEW ENERGY LIMITED,Energy,Energy,1707
MOH,MOHO RESOURCES LIMITED,Materials,Materials,1708
MOM,MOAB MINERALS LIMITED,Materials,Materials,1709
MOV,MOVE LOGISTICS GROUP LIMITED,Industrials,Transportation,1710
MP1,MEGAPORT LIMITED,Information Technology,Software & Services,1711
MPK,MANY PEAKS MINERALS LTD,Materials,Materials,1712
MPL,MEDIBANK PRIVATE LIMITED,Financials,Insurance,1713
MPP,METRO PERFORMANCE GLASS LIMITED,Industrials,Capital Goods,1714
MPR,MPR AUSTRALIA LIMITED,Financials,Financial Services,1715
MRC,MINERAL COMMODITIES LTD,Materials,Materials,1716
NFL,NORFOLK METALS LIMITED,Materials,Materials,1717
NRZ,NEURIZER LTD,Materials,Materials,1718
NTM,NT MINERALS LIMITED,Materials,Materials,1719
OLH,OLDFIELDS HOLDINGS LIMITED,Industrials,Capital Goods,1720
OPT,OPTHEA LIMITED,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",1721
OZZ,OZZ RESOURCES LIMITED,Materials,Materials,1722
PGY,PILOT ENERGY LIMITED,Energy,Energy,1723
PIL,PEPPERMINT INNOVATION LIMITED,Information Technology,Software & Services,1724
PLG,PEARL GULL IRON LIMITED,Materials,Materials,1725
PNM,PACIFIC NICKEL MINES LIMITED,Materials,Materials,1726
PPG,PRO-PAC PACKAGING LIMITED,Materials,Materials,1727
PRG,PRL GLOBAL LTD,Materials,Materials,1728
RIL,REDIVIUM LIMITED,Materials,Materials,1729
SFG,SEAFARMS GROUP LIMITED,Other,"Food, Beverage & Tobacco",1730
SIV,SIV CAPITAL LIMITED,Industrials,Capital Goods,1731
SPG,SPC GLOBAL HOLDINGS LTD,Other,"Food, Beverage & Tobacco",1732
SPXDE,SPENDA LIMITED,Information Technology,Software & Services,1733
SRT,STRATA INVESTMENT HOLDINGS PLC,Materials,Materials,1734
TDO,3D ENERGI LIMITED,Energy,Energy,1735
TEE,TOP END ENERGY LIMITED,Energy,Energy,1736
TFL,TASFOODS LIMITED,Other,"Food, Beverage & Tobacco",1737
TRM,TRUSCOTT MINING CORPORATION LIMITED,Materials,Materials,1738
UBI,UNIVERSAL BIOSENSORS INC,Health Care,Health Care Equipment & Services,1739
UCM,USCOM LIMITED,Health Care,Health Care Equipment & Services,1740
VIG,VICTOR GROUP HOLDINGS LIMITED,Information Technology,Software & Services,1741
WAK,WA KAOLIN LIMITED,Materials,Materials,1742
WAKN,WA KAOLIN LIMITED,Materials,Materials,1743
WNR,WINGARA AG LTD,Other,"Food, Beverage & Tobacco",1744
WR1,WINSOME RESOURCES LIMITED,Materials,Materials,1745
YOW,YOWIE GROUP LTD,Other,"Food, Beverage & Tobacco",1746
ZLD,ZELIRA THERAPEUTICS LIMITED,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",1747
